@relation NewRelation
@attribute class {Albania,'Antigua and Barbuda',Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Barbados,Belarus,Belgium,Belize,'Bosnia and Herzegovina',Brazil,Bulgaria,'Cabo Verde',Canada,Chile,Colombia,'Costa Rica',Croatia,Cuba,Cyprus,'Czech Republic',Denmark,Dominica,Ecuador,'El Salvador',Estonia,Fiji,Finland,France,Georgia,Germany,Greece,Grenada,Guatemala,Guyana,Hungary,Iceland,Ireland,Israel,Italy,Jamaica,Japan,Kazakhstan,Kiribati,Kuwait,Kyrgyzstan,Latvia,Lithuania,Luxembourg,Macau,Maldives,Malta,Mauritius,Mexico,Mongolia,Montenegro,Netherlands,'New Zealand',Nicaragua,Norway,Oman,Panama,Paraguay,Philippines,Poland,Portugal,'Puerto Rico',Qatar,'Republic of Korea',Romania,'Russian Federation','Saint Kitts and Nevis','Saint Lucia','Saint Vincent and Grenadines','San Marino',Serbia,Seychelles,Singapore,Slovakia,Slovenia,'South Africa',Spain,'Sri Lanka',Suriname,Sweden,Switzerland,Thailand,'Trinidad and Tobago',Turkey,Turkmenistan,Ukraine,'United Arab Emirates','United Kingdom','United States',Uruguay,Uzbekistan}
@attribute suicidios numeric
@attribute 'taxa de suicidio' numeric
@data
Kuwait,0,0
Kuwait,7,1
Kuwait,5,1
Kuwait,8,1
Kuwait,7,1
Kuwait,1,1
Kuwait,2,1
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,5,1
Kuwait,9,1
Kuwait,7,1
Kuwait,2,1
Kuwait,2,1
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,8,1
Kuwait,2,1
Kuwait,10,1
Kuwait,3,1
Kuwait,6,1
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,7,1
Kuwait,5,1
Kuwait,5,1
Kuwait,10,1
Kuwait,1,1
Kuwait,2,1
Kuwait,3,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,6,1
Kuwait,6,1
Kuwait,10,1
Kuwait,3,1
Kuwait,8,1
Kuwait,1,1
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,16,1
Kuwait,7,1
Kuwait,14,1
Kuwait,5,1
Kuwait,2,1
Kuwait,1,0
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,10,1
Kuwait,11,1
Kuwait,3,1
Kuwait,1,1
Kuwait,2,1
Kuwait,5,1
Kuwait,2,1
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,15,1
Kuwait,8,1
Kuwait,3,1
Kuwait,2,1
Kuwait,2,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,18,1
Kuwait,11,1
Kuwait,5,1
Kuwait,5,1
Kuwait,4,1
Kuwait,2,1
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,9,1
Kuwait,17,1
Kuwait,11,1
Kuwait,3,1
Kuwait,2,1
Kuwait,2,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,17,1
Kuwait,7,1
Kuwait,7,1
Kuwait,5,1
Kuwait,6,1
Kuwait,3,1
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,21,1
Kuwait,17,1
Kuwait,7,1
Kuwait,3,1
Kuwait,1,1
Kuwait,2,1
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,18,1
Kuwait,14,1
Kuwait,5,1
Kuwait,1,1
Kuwait,3,1
Kuwait,2,1
Kuwait,2,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,21,1
Kuwait,7,1
Kuwait,2,1
Kuwait,5,1
Kuwait,6,1
Kuwait,9,1
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,13,1
Kuwait,14,1
Kuwait,5,1
Kuwait,6,1
Kuwait,1,1
Kuwait,5,1
Kuwait,1,0
Kuwait,2,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,11,1
Kuwait,22,1
Kuwait,14,1
Kuwait,6,1
Kuwait,4,1
Kuwait,1,1
Kuwait,3,1
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,3,1
Kuwait,8,1
Kuwait,13,1
Kuwait,9,1
Kuwait,2,0
Kuwait,3,0
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,6,1
Kuwait,2,1
Kuwait,4,1
Kuwait,9,1
Kuwait,3,1
Kuwait,9,1
Kuwait,4,1
Kuwait,2,0
Kuwait,2,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,10,1
Kuwait,2,1
Kuwait,8,1
Kuwait,17,1
Kuwait,4,1
Kuwait,8,1
Kuwait,5,1
Kuwait,1,0
Kuwait,1,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,16,1
Kuwait,3,1
Kuwait,5,1
Kuwait,3,1
Kuwait,5,1
Kuwait,7,0
Kuwait,2,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,22,1
Kuwait,7,1
Kuwait,5,1
Kuwait,18,1
Kuwait,3,1
Kuwait,8,1
Kuwait,1,1
Kuwait,4,1
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kuwait,0,0
Kyrgyzstan,14,1
Kyrgyzstan,149,1
Kyrgyzstan,68,1
Kyrgyzstan,99,1
Kyrgyzstan,15,1
Kyrgyzstan,38,1
Kyrgyzstan,54,1
Kyrgyzstan,36,1
Kyrgyzstan,31,1
Kyrgyzstan,23,1
Kyrgyzstan,16,1
Kyrgyzstan,4,0
Kyrgyzstan,14,1
Kyrgyzstan,73,1
Kyrgyzstan,138,1
Kyrgyzstan,120,1
Kyrgyzstan,14,1
Kyrgyzstan,38,1
Kyrgyzstan,49,1
Kyrgyzstan,36,1
Kyrgyzstan,26,1
Kyrgyzstan,16,1
Kyrgyzstan,16,1
Kyrgyzstan,3,0
Kyrgyzstan,14,1
Kyrgyzstan,74,1
Kyrgyzstan,135,1
Kyrgyzstan,86,1
Kyrgyzstan,65,1
Kyrgyzstan,7,1
Kyrgyzstan,25,1
Kyrgyzstan,30,1
Kyrgyzstan,21,1
Kyrgyzstan,19,1
Kyrgyzstan,11,1
Kyrgyzstan,4,0
Kyrgyzstan,13,1
Kyrgyzstan,168,1
Kyrgyzstan,85,1
Kyrgyzstan,16,1
Kyrgyzstan,92,1
Kyrgyzstan,73,1
Kyrgyzstan,34,1
Kyrgyzstan,31,1
Kyrgyzstan,21,1
Kyrgyzstan,16,1
Kyrgyzstan,11,1
Kyrgyzstan,3,0
Kyrgyzstan,12,1
Kyrgyzstan,102,1
Kyrgyzstan,174,1
Kyrgyzstan,116,1
Kyrgyzstan,78,1
Kyrgyzstan,8,1
Kyrgyzstan,28,1
Kyrgyzstan,25,1
Kyrgyzstan,12,1
Kyrgyzstan,10,1
Kyrgyzstan,11,1
Kyrgyzstan,5,0
Kyrgyzstan,180,1
Kyrgyzstan,88,1
Kyrgyzstan,9,1
Kyrgyzstan,100,1
Kyrgyzstan,85,1
Kyrgyzstan,32,1
Kyrgyzstan,6,1
Kyrgyzstan,41,1
Kyrgyzstan,35,1
Kyrgyzstan,21,1
Kyrgyzstan,5,0
Kyrgyzstan,3,0
Kyrgyzstan,81,1
Kyrgyzstan,8,1
Kyrgyzstan,142,1
Kyrgyzstan,84,1
Kyrgyzstan,12,1
Kyrgyzstan,71,1
Kyrgyzstan,17,1
Kyrgyzstan,21,1
Kyrgyzstan,18,1
Kyrgyzstan,17,1
Kyrgyzstan,6,1
Kyrgyzstan,3,0
Kyrgyzstan,72,1
Kyrgyzstan,7,1
Kyrgyzstan,143,1
Kyrgyzstan,83,1
Kyrgyzstan,90,1
Kyrgyzstan,7,1
Kyrgyzstan,21,1
Kyrgyzstan,24,1
Kyrgyzstan,17,1
Kyrgyzstan,17,1
Kyrgyzstan,14,1
Kyrgyzstan,1,0
Kyrgyzstan,79,1
Kyrgyzstan,7,1
Kyrgyzstan,127,1
Kyrgyzstan,101,1
Kyrgyzstan,89,1
Kyrgyzstan,16,1
Kyrgyzstan,20,1
Kyrgyzstan,3,1
Kyrgyzstan,24,1
Kyrgyzstan,22,1
Kyrgyzstan,18,1
Kyrgyzstan,3,0
Kyrgyzstan,71,1
Kyrgyzstan,178,1
Kyrgyzstan,104,1
Kyrgyzstan,5,1
Kyrgyzstan,11,1
Kyrgyzstan,87,1
Kyrgyzstan,23,1
Kyrgyzstan,23,1
Kyrgyzstan,18,1
Kyrgyzstan,22,1
Kyrgyzstan,12,1
Kyrgyzstan,2,0
Kyrgyzstan,76,1
Kyrgyzstan,147,1
Kyrgyzstan,7,1
Kyrgyzstan,91,1
Kyrgyzstan,10,1
Kyrgyzstan,78,1
Kyrgyzstan,34,1
Kyrgyzstan,13,1
Kyrgyzstan,24,1
Kyrgyzstan,13,1
Kyrgyzstan,15,1
Kyrgyzstan,2,0
Kyrgyzstan,12,1
Kyrgyzstan,63,1
Kyrgyzstan,175,1
Kyrgyzstan,92,1
Kyrgyzstan,119,1
Kyrgyzstan,5,1
Kyrgyzstan,13,1
Kyrgyzstan,30,1
Kyrgyzstan,22,1
Kyrgyzstan,18,1
Kyrgyzstan,9,1
Kyrgyzstan,2,0
Kyrgyzstan,190,1
Kyrgyzstan,50,1
Kyrgyzstan,106,1
Kyrgyzstan,8,1
Kyrgyzstan,96,1
Kyrgyzstan,5,1
Kyrgyzstan,16,1
Kyrgyzstan,40,1
Kyrgyzstan,27,1
Kyrgyzstan,17,1
Kyrgyzstan,10,1
Kyrgyzstan,2,0
Kyrgyzstan,61,1
Kyrgyzstan,154,1
Kyrgyzstan,97,1
Kyrgyzstan,71,1
Kyrgyzstan,3,1
Kyrgyzstan,28,1
Kyrgyzstan,11,1
Kyrgyzstan,27,1
Kyrgyzstan,3,1
Kyrgyzstan,11,1
Kyrgyzstan,11,1
Kyrgyzstan,2,0
Kyrgyzstan,52,1
Kyrgyzstan,144,1
Kyrgyzstan,9,1
Kyrgyzstan,79,1
Kyrgyzstan,69,1
Kyrgyzstan,7,1
Kyrgyzstan,33,1
Kyrgyzstan,18,1
Kyrgyzstan,8,1
Kyrgyzstan,4,1
Kyrgyzstan,10,1
Kyrgyzstan,5,0
Kyrgyzstan,105,1
Kyrgyzstan,9,1
Kyrgyzstan,136,1
Kyrgyzstan,36,1
Kyrgyzstan,82,1
Kyrgyzstan,26,1
Kyrgyzstan,19,1
Kyrgyzstan,23,1
Kyrgyzstan,8,1
Kyrgyzstan,18,1
Kyrgyzstan,2,1
Kyrgyzstan,6,1
Kyrgyzstan,13,1
Kyrgyzstan,106,1
Kyrgyzstan,129,1
Kyrgyzstan,26,1
Kyrgyzstan,78,1
Kyrgyzstan,7,1
Kyrgyzstan,16,1
Kyrgyzstan,34,1
Kyrgyzstan,22,1
Kyrgyzstan,13,1
Kyrgyzstan,14,1
Kyrgyzstan,5,0
Kyrgyzstan,132,1
Kyrgyzstan,86,1
Kyrgyzstan,34,1
Kyrgyzstan,90,1
Kyrgyzstan,4,1
Kyrgyzstan,7,1
Kyrgyzstan,41,1
Kyrgyzstan,31,1
Kyrgyzstan,19,1
Kyrgyzstan,20,1
Kyrgyzstan,8,1
Kyrgyzstan,10,1
Kyrgyzstan,132,1
Kyrgyzstan,92,1
Kyrgyzstan,39,1
Kyrgyzstan,8,1
Kyrgyzstan,89,1
Kyrgyzstan,7,1
Kyrgyzstan,25,1
Kyrgyzstan,12,1
Kyrgyzstan,32,1
Kyrgyzstan,19,1
Kyrgyzstan,18,1
Kyrgyzstan,0,0
Kyrgyzstan,108,1
Kyrgyzstan,136,1
Kyrgyzstan,26,1
Kyrgyzstan,80,1
Kyrgyzstan,4,1
Kyrgyzstan,37,1
Kyrgyzstan,21,1
Kyrgyzstan,3,1
Kyrgyzstan,10,1
Kyrgyzstan,21,1
Kyrgyzstan,8,1
Kyrgyzstan,4,0
Kyrgyzstan,122,1
Kyrgyzstan,10,1
Kyrgyzstan,131,1
Kyrgyzstan,38,1
Kyrgyzstan,86,1
Kyrgyzstan,6,1
Kyrgyzstan,40,1
Kyrgyzstan,11,1
Kyrgyzstan,27,1
Kyrgyzstan,17,1
Kyrgyzstan,8,1
Kyrgyzstan,4,0
Kyrgyzstan,135,1
Kyrgyzstan,8,1
Kyrgyzstan,92,1
Kyrgyzstan,36,1
Kyrgyzstan,82,1
Kyrgyzstan,47,1
Kyrgyzstan,5,1
Kyrgyzstan,18,1
Kyrgyzstan,24,1
Kyrgyzstan,9,1
Kyrgyzstan,10,1
Kyrgyzstan,5,0
Kyrgyzstan,119,1
Kyrgyzstan,48,1
Kyrgyzstan,141,1
Kyrgyzstan,6,1
Kyrgyzstan,10,1
Kyrgyzstan,73,1
Kyrgyzstan,40,1
Kyrgyzstan,36,1
Kyrgyzstan,23,1
Kyrgyzstan,10,1
Kyrgyzstan,15,1
Kyrgyzstan,3,0
Kyrgyzstan,126,1
Kyrgyzstan,39,1
Kyrgyzstan,84,1
Kyrgyzstan,74,1
Kyrgyzstan,5,1
Kyrgyzstan,37,1
Kyrgyzstan,4,1
Kyrgyzstan,19,1
Kyrgyzstan,21,1
Kyrgyzstan,8,1
Kyrgyzstan,18,1
Kyrgyzstan,11,1
Kyrgyzstan,145,1
Kyrgyzstan,93,1
Kyrgyzstan,37,1
Kyrgyzstan,6,1
Kyrgyzstan,61,1
Kyrgyzstan,4,1
Kyrgyzstan,29,1
Kyrgyzstan,22,1
Kyrgyzstan,29,1
Kyrgyzstan,11,1
Kyrgyzstan,16,1
Kyrgyzstan,8,1
Kyrgyzstan,134,1
Kyrgyzstan,37,1
Kyrgyzstan,68,1
Kyrgyzstan,5,1
Kyrgyzstan,65,1
Kyrgyzstan,35,1
Kyrgyzstan,4,1
Kyrgyzstan,25,1
Kyrgyzstan,18,1
Kyrgyzstan,12,1
Kyrgyzstan,7,1
Kyrgyzstan,7,1
Latvia,239,1
Latvia,339,1
Latvia,33,1
Latvia,146,1
Latvia,34,1
Latvia,65,1
Latvia,81,1
Latvia,61,1
Latvia,12,1
Latvia,10,1
Latvia,3,1
Latvia,1,0
Latvia,219,1
Latvia,31,1
Latvia,305,1
Latvia,116,1
Latvia,66,1
Latvia,24,1
Latvia,72,1
Latvia,61,1
Latvia,18,1
Latvia,6,1
Latvia,4,1
Latvia,0,0
Latvia,35,1
Latvia,201,1
Latvia,295,1
Latvia,108,1
Latvia,65,1
Latvia,30,1
Latvia,63,1
Latvia,57,1
Latvia,18,1
Latvia,9,1
Latvia,3,1
Latvia,2,1
Latvia,309,1
Latvia,27,1
Latvia,174,1
Latvia,105,1
Latvia,58,1
Latvia,24,1
Latvia,61,1
Latvia,47,1
Latvia,14,1
Latvia,14,1
Latvia,5,1
Latvia,1,0
Latvia,31,1
Latvia,172,1
Latvia,255,1
Latvia,94,1
Latvia,29,1
Latvia,40,1
Latvia,56,1
Latvia,61,1
Latvia,13,1
Latvia,11,1
Latvia,1,0
Latvia,0,0
Latvia,37,1
Latvia,265,1
Latvia,175,1
Latvia,83,1
Latvia,31,1
Latvia,53,1
Latvia,58,1
Latvia,39,1
Latvia,15,1
Latvia,8,1
Latvia,5,1
Latvia,1,0
Latvia,165,1
Latvia,252,1
Latvia,22,1
Latvia,85,1
Latvia,29,1
Latvia,44,1
Latvia,47,1
Latvia,42,1
Latvia,13,1
Latvia,6,1
Latvia,3,1
Latvia,0,0
Latvia,229,1
Latvia,24,1
Latvia,140,1
Latvia,71,1
Latvia,53,1
Latvia,26,1
Latvia,59,1
Latvia,43,1
Latvia,14,1
Latvia,7,1
Latvia,4,1
Latvia,0,0
Latvia,34,1
Latvia,204,1
Latvia,125,1
Latvia,72,1
Latvia,44,1
Latvia,22,1
Latvia,41,1
Latvia,35,1
Latvia,14,1
Latvia,9,1
Latvia,3,1
Latvia,1,0
Latvia,28,1
Latvia,136,1
Latvia,191,1
Latvia,60,1
Latvia,25,1
Latvia,40,1
Latvia,38,1
Latvia,13,1
Latvia,23,1
Latvia,7,1
Latvia,2,1
Latvia,0,0
Latvia,182,1
Latvia,114,1
Latvia,81,1
Latvia,19,1
Latvia,31,1
Latvia,45,1
Latvia,44,1
Latvia,32,1
Latvia,6,1
Latvia,4,1
Latvia,5,1
Latvia,1,0
Latvia,28,1
Latvia,167,1
Latvia,102,1
Latvia,61,1
Latvia,49,1
Latvia,22,1
Latvia,27,1
Latvia,22,1
Latvia,8,1
Latvia,1,0
Latvia,0,0
Latvia,0,0
Latvia,39,1
Latvia,143,1
Latvia,85,1
Latvia,58,1
Latvia,27,1
Latvia,32,1
Latvia,27,1
Latvia,26,1
Latvia,7,1
Latvia,6,1
Latvia,2,1
Latvia,1,0
Latvia,34,1
Latvia,118,1
Latvia,161,1
Latvia,74,1
Latvia,39,1
Latvia,27,1
Latvia,32,1
Latvia,25,1
Latvia,8,1
Latvia,7,1
Latvia,1,1
Latvia,1,1
Latvia,30,1
Latvia,114,1
Latvia,167,1
Latvia,67,1
Latvia,38,1
Latvia,26,1
Latvia,30,1
Latvia,33,1
Latvia,8,1
Latvia,3,1
Latvia,0,0
Latvia,0,0
Latvia,25,1
Latvia,105,1
Latvia,153,1
Latvia,59,1
Latvia,34,1
Latvia,29,1
Latvia,10,1
Latvia,17,1
Latvia,4,1
Latvia,2,1
Latvia,0,0
Latvia,0,0
Latvia,35,1
Latvia,99,1
Latvia,137,1
Latvia,56,1
Latvia,38,1
Latvia,22,1
Latvia,21,1
Latvia,9,1
Latvia,18,1
Latvia,5,1
Latvia,0,0
Latvia,0,0
Latvia,164,1
Latvia,25,1
Latvia,97,1
Latvia,50,1
Latvia,34,1
Latvia,22,1
Latvia,22,1
Latvia,18,1
Latvia,6,1
Latvia,5,1
Latvia,1,1
Latvia,0,0
Latvia,31,1
Latvia,92,1
Latvia,128,1
Latvia,53,1
Latvia,17,1
Latvia,11,1
Latvia,23,1
Latvia,19,1
Latvia,6,1
Latvia,2,1
Latvia,1,1
Latvia,0,0
Latvia,29,1
Latvia,93,1
Latvia,113,1
Latvia,45,1
Latvia,31,1
Latvia,19,1
Latvia,10,1
Latvia,20,1
Latvia,6,1
Latvia,16,1
Latvia,0,0
Latvia,0,0
Latvia,33,1
Latvia,94,1
Latvia,106,1
Latvia,48,1
Latvia,24,1
Latvia,22,1
Latvia,30,1
Latvia,24,1
Latvia,3,1
Latvia,2,1
Latvia,1,0
Latvia,0,0
Lithuania,632,1
Lithuania,67,1
Lithuania,325,1
Lithuania,226,1
Lithuania,134,1
Lithuania,37,1
Lithuania,101,1
Lithuania,113,1
Lithuania,33,1
Lithuania,20,1
Lithuania,4,1
Lithuania,2,0
Lithuania,664,1
Lithuania,336,1
Lithuania,40,1
Lithuania,196,1
Lithuania,147,1
Lithuania,39,1
Lithuania,118,1
Lithuania,129,1
Lithuania,27,1
Lithuania,20,1
Lithuania,5,1
Lithuania,1,0
Lithuania,637,1
Lithuania,294,1
Lithuania,231,1
Lithuania,39,1
Lithuania,144,1
Lithuania,29,1
Lithuania,94,1
Lithuania,109,1
Lithuania,31,1
Lithuania,17,1
Lithuania,4,1
Lithuania,3,1
Lithuania,557,1
Lithuania,345,1
Lithuania,47,1
Lithuania,222,1
Lithuania,112,1
Lithuania,40,1
Lithuania,107,1
Lithuania,80,1
Lithuania,22,1
Lithuania,18,1
Lithuania,2,0
Lithuania,1,0
Lithuania,592,1
Lithuania,284,1
Lithuania,48,1
Lithuania,224,1
Lithuania,129,1
Lithuania,37,1
Lithuania,84,1
Lithuania,97,1
Lithuania,24,1
Lithuania,22,1
Lithuania,8,1
Lithuania,1,0
Lithuania,595,1
Lithuania,324,1
Lithuania,221,1
Lithuania,40,1
Lithuania,131,1
Lithuania,36,1
Lithuania,101,1
Lithuania,121,1
Lithuania,31,1
Lithuania,25,1
Lithuania,6,1
Lithuania,0,0
Lithuania,559,1
Lithuania,322,1
Lithuania,57,1
Lithuania,190,1
Lithuania,119,1
Lithuania,40,1
Lithuania,113,1
Lithuania,87,1
Lithuania,19,1
Lithuania,18,1
Lithuania,8,1
Lithuania,1,0
Lithuania,613,1
Lithuania,285,1
Lithuania,47,1
Lithuania,204,1
Lithuania,156,1
Lithuania,39,1
Lithuania,85,1
Lithuania,74,1
Lithuania,28,1
Lithuania,15,1
Lithuania,4,1
Lithuania,1,0
Lithuania,529,1
Lithuania,288,1
Lithuania,53,1
Lithuania,205,1
Lithuania,122,1
Lithuania,36,1
Lithuania,111,1
Lithuania,72,1
Lithuania,24,1
Lithuania,11,1
Lithuania,2,0
Lithuania,2,0
Lithuania,491,1
Lithuania,271,1
Lithuania,193,1
Lithuania,48,1
Lithuania,115,1
Lithuania,41,1
Lithuania,98,1
Lithuania,73,1
Lithuania,24,1
Lithuania,19,1
Lithuania,6,1
Lithuania,1,0
Lithuania,289,1
Lithuania,469,1
Lithuania,52,1
Lithuania,172,1
Lithuania,100,1
Lithuania,34,1
Lithuania,86,1
Lithuania,84,1
Lithuania,19,1
Lithuania,11,1
Lithuania,2,0
Lithuania,1,0
Lithuania,238,1
Lithuania,366,1
Lithuania,51,1
Lithuania,96,1
Lithuania,97,1
Lithuania,37,1
Lithuania,59,1
Lithuania,70,1
Lithuania,19,1
Lithuania,10,1
Lithuania,5,1
Lithuania,1,0
Lithuania,220,1
Lithuania,51,1
Lithuania,326,1
Lithuania,146,1
Lithuania,101,1
Lithuania,40,1
Lithuania,60,1
Lithuania,46,1
Lithuania,17,1
Lithuania,10,1
Lithuania,4,1
Lithuania,4,1
Lithuania,401,1
Lithuania,56,1
Lithuania,155,1
Lithuania,190,1
Lithuania,114,1
Lithuania,36,1
Lithuania,60,1
Lithuania,65,1
Lithuania,17,1
Lithuania,15,1
Lithuania,2,1
Lithuania,0,0
Lithuania,428,1
Lithuania,239,1
Lithuania,57,1
Lithuania,116,1
Lithuania,109,1
Lithuania,40,1
Lithuania,65,1
Lithuania,48,1
Lithuania,15,1
Lithuania,16,1
Lithuania,3,1
Lithuania,2,1
Lithuania,219,1
Lithuania,357,1
Lithuania,49,1
Lithuania,110,1
Lithuania,93,1
Lithuania,41,1
Lithuania,72,1
Lithuania,50,1
Lithuania,14,1
Lithuania,11,1
Lithuania,1,0
Lithuania,1,0
Lithuania,349,1
Lithuania,213,1
Lithuania,56,1
Lithuania,124,1
Lithuania,74,1
Lithuania,38,1
Lithuania,68,1
Lithuania,67,1
Lithuania,17,1
Lithuania,10,1
Lithuania,1,0
Lithuania,1,0
Lithuania,321,1
Lithuania,195,1
Lithuania,53,1
Lithuania,117,1
Lithuania,64,1
Lithuania,37,1
Lithuania,74,1
Lithuania,45,1
Lithuania,10,1
Lithuania,8,1
Lithuania,3,1
Lithuania,0,0
Lithuania,382,1
Lithuania,223,1
Lithuania,63,1
Lithuania,121,1
Lithuania,96,1
Lithuania,40,1
Lithuania,75,1
Lithuania,22,1
Lithuania,41,1
Lithuania,17,1
Lithuania,3,1
Lithuania,2,1
Lithuania,72,1
Lithuania,309,1
Lithuania,204,1
Lithuania,94,1
Lithuania,88,1
Lithuania,45,1
Lithuania,47,1
Lithuania,43,1
Lithuania,12,1
Lithuania,11,1
Lithuania,3,1
Lithuania,2,1
Lithuania,67,1
Lithuania,216,1
Lithuania,275,1
Lithuania,101,1
Lithuania,66,1
Lithuania,38,1
Lithuania,55,1
Lithuania,46,1
Lithuania,17,1
Lithuania,10,1
Lithuania,3,1
Lithuania,2,1
Lithuania,78,1
Lithuania,212,1
Lithuania,266,1
Lithuania,96,1
Lithuania,41,1
Lithuania,29,1
Lithuania,45,1
Lithuania,41,1
Lithuania,8,1
Lithuania,6,1
Luxembourg,6,1
Luxembourg,14,1
Luxembourg,4,1
Luxembourg,12,1
Luxembourg,6,1
Luxembourg,5,1
Luxembourg,3,1
Luxembourg,2,1
Luxembourg,2,1
Luxembourg,1,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,3,1
Luxembourg,13,1
Luxembourg,7,1
Luxembourg,11,1
Luxembourg,7,1
Luxembourg,4,1
Luxembourg,3,1
Luxembourg,1,1
Luxembourg,2,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,3,1
Luxembourg,19,1
Luxembourg,10,1
Luxembourg,12,1
Luxembourg,9,1
Luxembourg,3,1
Luxembourg,8,1
Luxembourg,4,1
Luxembourg,3,1
Luxembourg,3,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,15,1
Luxembourg,14,1
Luxembourg,18,1
Luxembourg,2,1
Luxembourg,8,1
Luxembourg,3,1
Luxembourg,5,1
Luxembourg,3,1
Luxembourg,1,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,5,1
Luxembourg,13,1
Luxembourg,20,1
Luxembourg,9,1
Luxembourg,6,1
Luxembourg,3,1
Luxembourg,7,1
Luxembourg,4,1
Luxembourg,3,1
Luxembourg,1,1
Luxembourg,1,1
Luxembourg,1,1
Luxembourg,4,1
Luxembourg,12,1
Luxembourg,16,1
Luxembourg,9,1
Luxembourg,4,1
Luxembourg,6,1
Luxembourg,10,1
Luxembourg,5,1
Luxembourg,2,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,8,1
Luxembourg,16,1
Luxembourg,17,1
Luxembourg,9,1
Luxembourg,12,1
Luxembourg,9,1
Luxembourg,4,1
Luxembourg,1,1
Luxembourg,1,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,6,1
Luxembourg,4,1
Luxembourg,10,1
Luxembourg,7,1
Luxembourg,10,1
Luxembourg,9,1
Luxembourg,5,1
Luxembourg,4,1
Luxembourg,2,1
Luxembourg,2,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,4,1
Luxembourg,10,1
Luxembourg,22,1
Luxembourg,8,1
Luxembourg,6,1
Luxembourg,6,1
Luxembourg,5,1
Luxembourg,1,1
Luxembourg,2,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,8,1
Luxembourg,15,1
Luxembourg,22,1
Luxembourg,7,1
Luxembourg,9,1
Luxembourg,5,1
Luxembourg,4,1
Luxembourg,1,1
Luxembourg,2,1
Luxembourg,1,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,4,1
Luxembourg,11,1
Luxembourg,17,1
Luxembourg,8,1
Luxembourg,5,1
Luxembourg,3,1
Luxembourg,8,1
Luxembourg,3,1
Luxembourg,3,1
Luxembourg,1,1
Luxembourg,0,0
Luxembourg,0,0
Luxembourg,5,1
Luxembourg,18,1
Luxembourg,22,1
Luxembourg,10,1
Luxembourg,5,1
Luxembourg,2,1
Luxembourg,3,1
Luxembourg,2,1
Luxembourg,3,1
